transaction_amount,avg_amount_30d,amount_to_avg_ratio,account_age_days,previous_chargebacks,tx_last_1h,tx_last_24h,transaction_hour,is_night_transaction,is_international,is_high_risk_merchant,merchant_category,country,device_type,TX_FRAUD
13.41,25.24,0.5312,229,0,1,10,14,0,1,0,fuel,IN,mobile,0
172.49,69.31,2.4889,21,0,1,3,14,0,0,0,restaurant,US,tablet,0
60.22,37.59,1.6019,64,0,1,7,11,0,1,0,travel,AU,desktop,0
237.72,109.42,2.1725,355,0,2,7,12,0,0,0,grocery,US,desktop,0
52.43,65.88,0.7958,494,0,0,6,17,0,1,0,financial,DE,mobile,0
18.85,42.41,0.4446,425,0,0,3,10,0,1,0,electronics,FR,mobile,0
21.24,23.3,0.9118,112,0,2,9,1,1,0,0,grocery,US,mobile,0
12.78,138.66,0.0921,168,0,1,7,15,0,1,1,electronics,UK,desktop,0
49.96,60.69,0.8232,644,0,1,9,15,0,1,0,restaurant,SG,mobile,0
36.43,97.18,0.3749,562,1,1,6,13,0,1,0,financial,DE,mobile,0
47.57,63.09,0.7541,44,0,1,11,15,0,1,0,financial,IN,tablet,0
60.9,58.78,1.0362,2117,0,0,9,6,0,1,0,digital,IN,desktop,0
128.41,19.93,6.4418,176,1,0,3,16,0,0,0,fashion,US,tablet,0
17.64,19.92,0.8857,246,0,0,8,17,0,0,0,financial,US,desktop,0
41.81,73.14,0.5716,338,0,0,8,19,0,1,1,electronics,CA,desktop,0
126.65,34.3,3.6926,1015,0,1,2,21,0,0,1,digital,US,desktop,0
36.21,67.21,0.5389,59,0,2,5,18,0,0,0,grocery,US,mobile,0
91.61,46.88,1.9539,710,0,2,5,13,0,0,0,financial,US,mobile,0
258.57,238.32,1.085,261,1,2,8,11,0,1,1,electronics,IN,mobile,0
329.6,57.8,5.7021,219,0,1,4,9,0,0,0,restaurant,US,desktop,0
37.8,52.47,0.7203,400,0,0,4,9,0,0,0,casino,US,mobile,0
100.96,34.08,2.9627,19,0,1,6,23,1,0,0,travel,US,mobile,0
32.43,122.92,0.2638,117,0,1,5,15,0,1,0,financial,CA,mobile,0
48.41,69.59,0.6956,459,1,1,4,20,0,0,0,grocery,US,mobile,0
24.61,77.73,0.3167,246,0,0,8,1,1,0,0,fashion,US,pos,0
163.34,130.94,1.2474,763,0,1,6,10,0,1,0,travel,DE,tablet,0
62.86,81.81,0.7684,270,0,0,3,10,0,0,0,grocery,US,pos,0
70.14,68.06,1.0305,466,0,0,5,13,0,1,1,food_delivery,AU,tablet,0
30.39,119.95,0.2534,113,0,0,3,18,0,1,0,electronics,IN,desktop,0
25.58,127.38,0.2008,418,0,7,4,19,0,1,0,restaurant,IN,mobile,0
176.88,47.28,3.741,238,0,0,6,12,0,0,0,travel,US,tablet,0
148.62,51.71,2.8741,111,0,0,14,19,0,0,0,grocery,US,desktop,0
43.53,36.21,1.2023,22,0,1,6,0,1,1,1,digital,AU,desktop,0
266.53,93.09,2.8633,117,0,0,4,15,0,0,0,digital,US,desktop,0
74.29,193.47,0.384,395,1,1,6,11,0,1,0,fuel,IN,desktop,0
20.68,45.52,0.4544,242,0,2,6,18,0,1,0,fuel,IN,desktop,0
21.19,101.26,0.2093,451,0,2,5,14,0,0,0,restaurant,US,desktop,0
58.27,96.79,0.6021,723,0,0,6,22,1,1,0,restaurant,DE,desktop,0
11.81,45.11,0.2617,20,0,0,6,19,0,1,0,digital,IN,desktop,0
53.68,28.66,1.8732,261,0,2,5,18,0,1,0,restaurant,CA,desktop,0
139.35,141.42,0.9854,361,0,3,4,22,1,0,1,restaurant,US,desktop,0
21.23,85.57,0.2481,329,0,3,8,6,0,0,0,restaurant,US,mobile,0
11.66,86.83,0.1343,1000,0,1,4,12,0,0,0,electronics,US,desktop,0
41.7,54.99,0.7583,60,0,1,7,17,0,0,1,food_delivery,US,pos,0
260.77,37.52,6.9497,826,0,1,5,8,0,1,0,grocery,SG,mobile,0
88.21,28.18,3.1308,545,2,1,6,12,0,1,0,restaurant,IN,desktop,0
47.89,58.46,0.8191,412,1,1,9,11,0,0,0,grocery,US,mobile,0
82.64,39.06,2.1159,24,0,0,7,10,0,0,0,grocery,US,mobile,0
196.86,36.52,5.3903,358,1,0,9,9,0,1,0,restaurant,IN,desktop,0
151.09,98.47,1.5343,148,1,1,8,20,0,0,0,food_delivery,US,mobile,0
36.69,97.32,0.377,602,0,6,6,9,0,0,0,fashion,US,tablet,0
15.51,157.02,0.0988,334,0,0,9,14,0,1,0,grocery,UK,mobile,0
275.01,91.04,3.0207,135,0,3,8,12,0,1,1,electronics,DE,desktop,0
429.24,86.92,4.9381,478,0,2,2,16,0,0,0,food_delivery,US,mobile,0
24.64,31.17,0.7906,827,0,1,8,23,1,1,0,restaurant,IN,tablet,0
46.01,26.36,1.7456,190,0,3,7,19,0,1,0,restaurant,IN,mobile,0
88.12,146.17,0.6028,1089,0,3,6,12,0,1,0,food_delivery,UK,mobile,0
85.54,52.88,1.6175,254,0,2,9,15,0,0,0,grocery,US,mobile,0
37.77,56.91,0.6637,643,0,0,8,11,0,1,1,food_delivery,BR,tablet,0
80.42,55.75,1.4425,631,0,0,2,23,1,1,0,food_delivery,IN,tablet,0
19.51,41.29,0.4725,1458,0,1,4,13,0,1,0,financial,IN,desktop,0
74.33,94.89,0.7833,496,0,2,7,16,0,1,0,grocery,IN,desktop,0
78.97,108.73,0.7263,54,0,3,9,6,0,1,0,grocery,IN,desktop,0
150.17,65.08,2.3075,14,0,2,3,11,0,1,0,digital,AU,mobile,0
25.38,30.87,0.8224,84,0,2,12,20,0,1,0,fuel,DE,desktop,0
30.18,36.98,0.8162,43,0,0,6,17,0,0,0,restaurant,US,mobile,0
215.01,24.57,8.7502,352,1,0,7,5,1,0,0,fashion,US,mobile,0
117.69,102.91,1.1436,8,0,1,7,18,0,0,0,grocery,US,tablet,0
723.61,68.53,10.5588,427,0,0,10,19,0,0,0,electronics,US,mobile,0
699.33,35.77,19.5523,194,0,1,5,14,0,1,0,financial,UK,tablet,0
11.32,44.21,0.2561,481,0,2,6,20,0,1,0,travel,UK,desktop,0
141.09,37.76,3.7369,889,1,0,4,15,0,0,0,fuel,US,mobile,0
46.01,31.57,1.4576,159,0,0,5,13,0,1,0,casino,AU,desktop,0
85.47,58.67,1.4567,224,1,0,7,1,1,1,0,travel,AE,desktop,0
158.29,60.03,2.6369,329,0,3,5,5,1,1,0,grocery,IN,mobile,0
10.38,144.74,0.0717,613,0,1,4,1,1,1,1,travel,IN,desktop,0
69.14,53.09,1.3023,757,0,4,6,13,0,0,0,grocery,US,desktop,0
232.37,53.1,4.3764,241,0,2,5,18,0,1,0,restaurant,AU,desktop,0
106.07,112.87,0.9397,710,0,1,5,7,0,0,0,electronics,US,desktop,0
268.33,62.73,4.2772,265,0,0,4,22,1,1,0,restaurant,UK,tablet,0
21.2,44.83,0.473,190,0,1,9,22,1,1,0,grocery,UK,mobile,0
73.65,16.08,4.5793,142,1,1,7,20,0,0,1,electronics,US,desktop,1
23.49,28.06,0.8371,86,0,3,7,0,1,0,0,restaurant,US,desktop,0
27.63,51.66,0.5347,639,0,2,12,16,0,1,0,fashion,UK,mobile,0
89.77,68.03,1.3196,474,0,0,6,22,1,0,0,restaurant,US,desktop,0
57.73,46.7,1.236,1074,1,2,4,9,0,0,0,travel,US,mobile,0
54.77,70.05,0.7818,1759,0,0,6,19,0,1,0,financial,CA,mobile,0
199.36,70.69,2.8202,195,0,0,5,22,1,1,0,grocery,IN,desktop,0
66.71,58.48,1.1408,34,0,3,4,12,0,1,0,food_delivery,DE,mobile,0
178.71,86.19,2.0734,127,0,1,6,17,0,0,0,grocery,US,desktop,0
45.66,108.44,0.4211,192,0,0,8,23,1,0,0,restaurant,US,desktop,0
20.52,65.21,0.3147,37,0,0,8,6,0,0,0,restaurant,US,desktop,0
76.86,51.2,1.5011,509,1,0,3,0,1,0,0,restaurant,US,mobile,0
119.66,35.92,3.331,244,0,2,0,23,1,0,0,grocery,US,mobile,0
135.64,73.2,1.8531,119,0,2,9,12,0,1,0,food_delivery,AE,desktop,0
71.45,153.48,0.4655,7,0,0,8,11,0,0,0,food_delivery,US,tablet,0
88.25,200.48,0.4402,677,1,1,6,0,1,0,0,casino,US,mobile,0
12.25,58.41,0.2097,204,0,0,7,11,0,1,0,financial,BR,mobile,0
98.31,21.38,4.5989,177,0,2,3,15,0,1,1,fuel,BR,mobile,0
184.26,36.43,5.0573,152,0,2,2,0,1,1,0,grocery,AE,mobile,0
219.43,61.02,3.5958,1390,0,1,7,11,0,0,0,grocery,US,desktop,0
58.58,65.76,0.8908,207,1,0,5,12,0,0,0,fashion,US,desktop,0
22.15,78.28,0.283,361,0,1,9,14,0,1,1,digital,DE,desktop,0
63.63,51.95,1.2249,149,2,2,6,6,0,1,0,restaurant,BR,mobile,0
11.97,46.56,0.257,369,0,0,4,9,0,0,0,grocery,US,mobile,0
309.15,82.65,3.7402,317,0,0,5,13,0,1,0,fuel,SG,mobile,0
207.44,68.17,3.043,629,0,2,7,21,0,1,0,financial,FR,desktop,0
82.08,40.52,2.0254,92,0,3,10,1,1,1,0,fuel,IN,mobile,0
28.27,56.72,0.4983,469,1,1,9,17,0,1,0,travel,DE,mobile,0
36.9,17.57,2.1005,950,0,1,8,12,0,0,1,fuel,US,mobile,0
160.66,51.4,3.1259,66,1,1,5,20,0,0,0,restaurant,US,desktop,0
62.47,139.58,0.4476,314,1,1,3,14,0,0,0,fuel,US,tablet,0
544.72,64.41,8.4576,238,0,2,5,21,0,0,0,food_delivery,US,desktop,0
81.64,39.31,2.0769,492,1,1,9,9,0,0,0,food_delivery,US,desktop,0
25.06,147.38,0.17,122,0,0,8,7,0,1,0,fuel,DE,mobile,0
79.81,86.62,0.9213,981,0,1,8,11,0,1,0,restaurant,BR,pos,0
95.91,86.62,1.1073,141,0,2,4,11,0,0,0,grocery,US,mobile,0
42.75,69.21,0.6176,308,0,3,3,8,0,1,0,grocery,IN,mobile,0
179.78,59.99,2.997,63,0,0,7,10,0,1,0,grocery,UK,tablet,0
182.46,153.85,1.186,1552,0,1,10,14,0,0,0,grocery,US,tablet,0
80.3,87.24,0.9204,339,0,1,5,11,0,0,0,travel,US,desktop,0
53.06,75.81,0.6999,115,0,1,7,8,0,0,0,food_delivery,US,mobile,0
113.75,195.82,0.5809,192,0,0,4,21,0,1,0,food_delivery,IN,mobile,0
52.09,266.86,0.1952,930,0,0,5,7,0,1,0,travel,CA,desktop,0
88.98,37.75,2.3568,332,0,0,10,11,0,1,0,casino,IN,mobile,0
139.97,42.64,3.2829,221,0,0,7,16,0,1,1,casino,DE,desktop,0
31.76,32.73,0.9705,947,0,0,7,10,0,1,0,restaurant,DE,desktop,0
174.53,109.88,1.5885,456,0,3,5,18,0,1,0,grocery,AE,mobile,0
61.53,219.9,0.2798,93,0,2,6,4,1,1,0,grocery,UK,mobile,0
43.78,116.39,0.3762,2695,0,0,6,10,0,0,0,financial,US,mobile,0
582.04,156.06,3.7297,1023,0,0,8,22,1,0,0,grocery,US,tablet,0
117.63,28.15,4.179,66,0,1,10,17,0,0,0,restaurant,US,desktop,0
7.46,180.43,0.0414,1174,1,0,3,9,0,0,0,fashion,US,desktop,0
81.68,59.46,1.3737,74,1,1,6,9,0,1,0,electronics,IN,mobile,0
47.59,58.15,0.8184,1637,0,0,11,21,0,1,0,fashion,IN,mobile,0
42.82,14.09,3.0385,101,0,1,4,19,0,1,0,food_delivery,UK,tablet,0
81.39,16.68,4.8808,1155,2,3,7,19,0,0,0,fashion,US,desktop,0
19.83,102.89,0.1927,120,1,2,7,20,0,1,0,digital,BR,tablet,0
60.88,53.66,1.1346,594,0,0,5,6,0,0,0,grocery,US,desktop,0
17.44,38.69,0.4507,161,1,1,4,14,0,1,1,digital,DE,mobile,0
50.3,63.55,0.7915,457,0,1,6,19,0,1,0,fashion,DE,desktop,0
16.13,117.12,0.1378,148,0,1,6,10,0,1,0,restaurant,IN,desktop,0
117.81,36.46,3.2311,46,0,0,5,23,1,0,0,casino,US,mobile,0
13.03,35.97,0.3622,147,0,0,6,21,0,1,1,financial,UK,desktop,0
131.35,110.07,1.1933,399,0,2,5,12,0,1,1,digital,CA,desktop,0
46.99,50.39,0.9327,111,0,1,4,23,1,1,0,financial,BR,mobile,0
38.11,45.83,0.8316,539,0,0,4,18,0,0,0,restaurant,US,mobile,0
58.8,58.35,1.0078,574,1,0,4,10,0,0,0,restaurant,US,mobile,0
44.92,56.46,0.7956,92,0,3,6,15,0,1,0,grocery,FR,mobile,0
97.26,134.99,0.7205,817,1,3,7,20,0,0,0,digital,US,mobile,0
80.74,62.54,1.2911,78,1,1,9,23,1,1,1,digital,DE,tablet,0
139.47,101.68,1.3716,1675,0,0,6,8,0,1,0,casino,CA,desktop,0
103.63,77.6,1.3354,1048,0,0,5,16,0,0,0,digital,US,mobile,0
70.84,96.1,0.7371,440,2,0,5,18,0,0,1,electronics,US,pos,0
41.98,23.68,1.773,2553,0,0,7,17,0,1,0,grocery,IN,tablet,0
297.61,48.19,6.1759,271,0,1,7,20,0,0,0,grocery,US,tablet,0
287.52,205.98,1.3959,455,0,2,4,18,0,1,0,fuel,IN,mobile,0
43.84,69.39,0.6317,408,0,0,11,17,0,0,0,food_delivery,US,mobile,0
64.94,53.69,1.2094,372,0,1,10,20,0,1,0,grocery,IN,tablet,0
11.9,43.94,0.2708,467,0,1,6,12,0,0,0,financial,US,mobile,0
93.44,49.92,1.8717,904,0,0,14,15,0,0,0,travel,US,desktop,0
68.27,103.85,0.6574,353,2,0,7,15,0,0,0,restaurant,US,mobile,0
75.81,157.96,0.4799,431,0,2,3,14,0,0,0,financial,US,tablet,0
26.71,116.36,0.2296,59,0,3,7,9,0,1,0,fashion,AE,desktop,0
66.73,65.67,1.0162,235,0,3,9,14,0,0,0,food_delivery,US,desktop,0
346.23,47.21,7.3333,1368,0,1,7,13,0,0,0,restaurant,US,tablet,0
81.52,55.64,1.4651,357,0,1,5,9,0,1,0,restaurant,DE,tablet,0
36.05,119.24,0.3024,78,0,1,7,0,1,1,0,grocery,IN,tablet,0
53.05,40.36,1.3144,420,0,0,9,21,0,1,0,fashion,SG,mobile,0
43.3,48.48,0.8932,659,0,1,2,9,0,0,0,food_delivery,US,desktop,0
81.52,32.43,2.514,318,0,0,6,13,0,1,1,casino,IN,desktop,0
47.4,59.98,0.7904,333,0,2,5,15,0,0,0,financial,US,mobile,0
241.82,81.99,2.9493,549,0,1,8,8,0,1,0,grocery,DE,desktop,0
94.16,36.89,2.5526,282,0,0,14,13,0,1,1,casino,IN,mobile,0
47.28,81.33,0.5813,363,1,1,10,7,0,0,0,grocery,US,mobile,0
30.83,39.44,0.7816,290,0,3,2,0,1,1,0,grocery,IN,desktop,0
20.13,65.82,0.3059,368,1,2,6,10,0,1,0,food_delivery,FR,mobile,0
103.34,86.33,1.1969,657,0,0,3,20,0,1,0,financial,AE,tablet,0
62.24,41.41,1.5031,290,0,1,4,6,0,0,0,financial,US,mobile,0
240.49,86.47,2.7812,756,0,1,4,19,0,0,0,digital,US,tablet,0
18.64,90.15,0.2067,131,0,0,9,8,0,1,0,restaurant,IN,mobile,0
232.38,77.53,2.9971,62,0,1,4,21,0,0,0,grocery,US,desktop,0
135.51,47.12,2.8758,53,0,0,3,13,0,1,0,grocery,FR,tablet,0
33.46,77.04,0.4343,316,0,1,2,16,0,1,0,fashion,FR,tablet,0
110.33,47.21,2.3369,94,0,0,3,14,0,0,0,fuel,US,mobile,0
114.15,62.2,1.8352,379,1,0,11,11,0,1,1,grocery,IN,mobile,0
163.73,99.37,1.6476,11,0,2,7,20,0,0,0,fuel,US,desktop,0
615.07,57.14,10.7637,3,0,1,3,22,1,1,0,fashion,DE,desktop,1
148.29,67.48,2.1977,1191,0,2,4,15,0,1,1,travel,IN,mobile,0
107.41,156.31,0.6872,135,0,0,4,18,0,1,0,restaurant,AE,mobile,0
90.42,115.44,0.7832,37,0,0,2,16,0,0,0,restaurant,US,tablet,0
174.36,57.8,3.0168,98,0,4,6,18,0,1,1,electronics,UK,desktop,0
54.47,54.27,1.0037,1025,1,0,7,6,0,1,0,travel,IN,mobile,0
118.82,61.02,1.9472,437,0,2,6,20,0,1,0,restaurant,IN,desktop,0
76.43,40.5,1.8874,38,1,0,8,22,1,1,0,grocery,IN,desktop,0
59.81,71.75,0.8336,2398,0,1,6,11,0,0,0,financial,US,mobile,0
47.04,66.7,0.7053,476,1,0,7,16,0,0,0,food_delivery,US,desktop,0
37.01,60.85,0.6081,484,0,1,3,10,0,1,0,restaurant,DE,mobile,0
82.1,70.54,1.1638,437,0,2,3,16,0,1,0,fashion,DE,desktop,0
76.36,36.68,2.0816,352,0,1,9,15,0,1,0,fashion,DE,desktop,0
57.34,34.65,1.6547,2,0,3,7,10,0,1,0,grocery,AE,mobile,0
71.05,78.29,0.9076,486,0,2,6,17,0,0,0,grocery,US,mobile,0
99.01,79.33,1.2481,1432,0,0,6,9,0,0,0,financial,US,desktop,0
28.38,124.84,0.2273,106,0,1,3,18,0,0,0,fuel,US,mobile,0
113.8,103.16,1.1032,297,0,0,3,21,0,0,0,grocery,US,mobile,0
64.97,49.04,1.325,45,0,0,9,10,0,0,0,food_delivery,US,tablet,0
241.28,41.47,5.8177,209,1,1,0,23,1,0,0,fuel,US,pos,1
35.6,106.73,0.3336,331,0,2,6,14,0,1,1,electronics,SG,mobile,0
89.82,33.6,2.6729,664,0,1,5,10,0,0,0,restaurant,US,mobile,0
107.8,38.19,2.8227,203,0,0,5,20,0,1,0,grocery,SG,mobile,0
56.14,60.19,0.9326,119,0,1,7,16,0,0,0,grocery,US,mobile,0
112.94,92.57,1.2201,670,1,0,3,11,0,1,0,casino,IN,mobile,0
19.52,66.25,0.2946,560,0,3,8,19,0,1,0,electronics,UK,mobile,0
126.3,66.9,1.8879,634,0,1,6,19,0,0,0,digital,US,mobile,0
61.94,69.32,0.8936,79,0,1,6,8,0,0,0,grocery,US,mobile,0
156.75,138.72,1.1299,626,0,1,3,3,1,1,0,food_delivery,DE,mobile,0
70.74,43.59,1.6229,100,1,0,8,16,0,1,0,fuel,CA,mobile,0
50.14,41.64,1.2042,168,0,1,5,17,0,1,1,electronics,FR,mobile,0
46.57,36.1,1.29,413,0,0,4,23,1,1,0,restaurant,IN,mobile,0
142.76,83.79,1.7037,289,0,1,4,16,0,1,0,electronics,FR,tablet,0
117.34,72.01,1.6296,304,1,2,5,13,0,1,0,grocery,UK,mobile,0
28.38,62.42,0.4546,734,0,1,8,5,1,1,0,grocery,IN,mobile,0
48.21,49.37,0.9765,75,0,0,1,10,0,1,0,food_delivery,CA,mobile,0
63.88,39.46,1.619,110,0,1,5,18,0,1,0,grocery,IN,tablet,0
172.15,31.98,5.384,274,0,2,6,13,0,1,1,grocery,IN,mobile,0
37.7,102.67,0.3672,31,0,2,9,20,0,1,0,financial,DE,mobile,0
123.83,23.21,5.3344,292,1,2,5,5,1,1,0,restaurant,IN,mobile,1
68.4,32.37,2.1133,20,0,2,2,9,0,0,1,fashion,US,desktop,0
236.63,61.04,3.8764,509,0,0,5,19,0,1,0,digital,IN,mobile,0
10.69,46.4,0.2304,130,0,3,4,20,0,1,0,food_delivery,SG,tablet,0
41.85,27.65,1.5133,704,1,2,8,10,0,1,0,grocery,IN,mobile,0
80.62,56.53,1.4262,355,1,1,8,9,0,1,0,fashion,AE,mobile,0
80.27,12.19,6.5875,1665,1,1,5,20,0,1,0,fashion,BR,desktop,0
35.81,86.84,0.4124,889,0,1,8,0,1,1,0,restaurant,IN,mobile,0
21.99,104.85,0.2097,171,0,3,10,20,0,0,0,food_delivery,US,desktop,0
54.72,37.02,1.4784,236,0,3,4,19,0,1,1,casino,UK,desktop,0
84.03,83.15,1.0106,253,0,1,3,13,0,1,0,grocery,SG,desktop,0
9.63,58.76,0.1639,203,0,1,7,16,0,1,0,grocery,IN,mobile,0
33.24,38.95,0.8534,600,1,3,4,23,1,0,0,food_delivery,US,mobile,0
28.06,48.05,0.584,553,0,2,5,17,0,0,1,fuel,US,desktop,0
196.0,172.0,1.1395,11,1,0,9,10,0,1,0,food_delivery,IN,desktop,0
85.78,101.32,0.8467,642,0,5,9,11,0,1,0,grocery,IN,mobile,0
55.17,68.4,0.8066,282,1,1,7,18,0,1,0,grocery,IN,mobile,0
148.21,51.59,2.873,414,0,0,8,17,0,1,0,travel,IN,desktop,0
28.84,27.87,1.0349,255,0,2,5,23,1,1,1,casino,IN,mobile,0
6.32,97.07,0.0652,157,0,1,3,18,0,0,1,grocery,US,mobile,0
86.6,217.41,0.3983,108,0,1,7,19,0,1,0,digital,IN,mobile,0
152.32,88.55,1.7201,821,0,0,4,12,0,1,0,restaurant,IN,mobile,0
22.82,45.82,0.498,34,0,3,6,9,0,1,0,grocery,IN,desktop,0
10.23,101.46,0.1008,230,1,0,6,22,1,1,0,fuel,IN,mobile,0
307.23,46.04,6.6725,507,0,1,5,5,1,1,0,restaurant,UK,mobile,1
47.67,121.67,0.3918,254,1,3,8,8,0,1,0,travel,DE,mobile,0
210.88,35.73,5.9012,959,0,2,8,18,0,1,0,restaurant,IN,mobile,0
51.21,32.06,1.5974,88,0,0,8,3,1,1,0,fuel,FR,mobile,0
77.63,36.94,2.1016,646,1,2,2,11,0,1,0,restaurant,CA,desktop,0
56.98,80.68,0.7063,10,1,1,3,23,1,1,0,digital,FR,mobile,0
16.3,45.4,0.359,524,1,0,3,23,1,1,0,financial,FR,mobile,0
15.25,134.86,0.1131,631,1,0,5,19,0,1,0,restaurant,FR,mobile,0
10.85,240.37,0.0451,437,0,1,3,19,0,0,0,fuel,US,desktop,0
570.58,70.17,8.1315,270,0,1,2,20,0,1,0,casino,SG,mobile,0
69.85,70.85,0.9859,275,1,0,6,19,0,0,0,grocery,US,mobile,0
80.64,41.73,1.9322,344,0,1,7,7,0,0,1,food_delivery,US,mobile,0
19.97,65.3,0.3059,76,0,0,10,3,1,0,0,fashion,US,mobile,0
15.89,79.08,0.2009,225,0,2,6,18,0,1,0,financial,IN,mobile,0
23.86,44.05,0.5415,223,0,1,6,21,0,1,0,restaurant,FR,mobile,0
74.18,25.91,2.8633,413,0,1,4,16,0,0,0,restaurant,US,desktop,0
20.76,66.6,0.3117,64,0,0,3,15,0,1,0,restaurant,AE,desktop,0
71.57,114.39,0.6257,159,0,1,10,18,0,1,0,grocery,DE,desktop,0
66.76,50.8,1.3142,336,0,2,12,18,0,1,0,grocery,SG,mobile,0
34.87,81.72,0.4267,102,0,3,6,12,0,1,1,casino,UK,mobile,0
110.74,26.5,4.1791,90,0,1,4,14,0,1,0,restaurant,UK,pos,0
117.61,100.66,1.1685,1235,0,3,4,22,1,1,0,grocery,AE,desktop,0
45.72,72.26,0.6328,313,0,0,4,13,0,1,0,restaurant,SG,desktop,0
93.98,34.45,2.7282,408,1,0,5,0,1,1,0,restaurant,DE,desktop,0
86.94,96.25,0.9032,1054,0,1,7,9,0,0,0,fashion,US,mobile,0
15.67,48.14,0.3255,629,0,0,4,11,0,0,0,grocery,US,mobile,0
115.48,85.23,1.3549,30,0,2,5,12,0,0,0,food_delivery,US,mobile,0
112.91,23.87,4.7303,65,0,0,4,0,1,0,0,digital,US,tablet,0
24.63,90.82,0.2712,368,0,1,3,14,0,1,0,restaurant,IN,mobile,0
77.41,91.11,0.8497,92,0,1,3,10,0,1,0,food_delivery,IN,desktop,0
46.58,55.54,0.8387,163,0,1,7,0,1,1,0,restaurant,DE,mobile,0
14.64,74.4,0.1968,77,1,1,5,15,0,1,0,fuel,CA,mobile,0
46.34,44.64,1.0382,237,0,0,2,8,0,0,0,financial,US,tablet,0
37.27,59.92,0.6219,236,0,0,7,17,0,1,0,financial,AU,pos,0
70.78,183.31,0.3861,7,0,1,7,18,0,1,0,restaurant,CA,mobile,0
21.51,64.67,0.3326,76,1,0,4,12,0,1,0,fuel,DE,mobile,0
110.85,50.94,2.1762,234,0,1,3,17,0,1,0,restaurant,BR,mobile,0
81.55,77.24,1.0558,195,1,1,4,13,0,1,0,fuel,CA,mobile,0
76.1,40.67,1.8711,1235,0,1,5,15,0,1,0,travel,IN,desktop,0
352.86,143.89,2.4522,25,0,0,9,5,1,1,0,grocery,IN,mobile,0
58.17,105.55,0.5511,597,0,1,6,14,0,1,0,financial,IN,tablet,0
32.72,61.15,0.5351,254,0,2,3,12,0,1,0,travel,IN,tablet,0
20.21,61.3,0.3296,17,0,0,5,10,0,1,0,grocery,SG,mobile,0
137.88,51.53,2.6758,117,0,4,7,11,0,0,0,digital,US,mobile,0
32.19,42.77,0.7526,444,0,2,5,8,0,0,0,food_delivery,US,desktop,0
44.55,37.61,1.1846,1430,1,1,3,23,1,1,0,restaurant,CA,desktop,0
41.54,42.07,0.9876,678,0,2,5,18,0,1,0,fashion,FR,desktop,0
34.03,25.45,1.3368,614,0,0,5,5,1,0,0,digital,US,desktop,0
75.11,52.94,1.4186,181,0,1,7,18,0,1,1,casino,DE,desktop,0
87.54,139.37,0.6281,318,0,2,13,20,0,0,0,restaurant,US,tablet,0
42.42,113.95,0.3723,24,0,0,8,15,0,1,0,electronics,IN,mobile,0
376.1,104.81,3.5885,132,0,1,6,18,0,1,0,digital,CA,desktop,0
102.64,129.0,0.7957,202,1,1,5,18,0,1,0,casino,UK,tablet,0
54.23,53.22,1.019,400,0,3,7,21,0,1,1,grocery,CA,desktop,0
52.71,152.85,0.3449,107,0,0,2,20,0,0,0,fuel,US,mobile,0
43.39,19.28,2.2502,61,0,1,5,12,0,1,0,digital,IN,mobile,0
29.15,125.25,0.2327,363,0,1,6,1,1,1,0,grocery,DE,desktop,0
183.62,79.11,2.321,676,0,1,3,11,0,0,0,fuel,US,mobile,0
157.6,57.73,2.7298,72,0,0,7,12,0,1,0,fashion,AU,mobile,0
135.04,43.95,3.0728,30,0,1,6,16,0,0,0,fashion,US,mobile,0
40.63,42.58,0.9543,492,0,1,8,19,0,1,0,food_delivery,AU,tablet,0
47.6,74.29,0.6407,1009,0,1,4,7,0,0,0,grocery,US,mobile,0
16.02,68.23,0.2348,137,0,2,9,13,0,1,0,food_delivery,AE,tablet,0
20.08,96.16,0.2088,245,0,0,7,10,0,1,0,restaurant,CA,desktop,0
394.61,19.31,20.4332,346,0,0,7,19,0,1,0,digital,AU,desktop,0
73.93,44.85,1.6483,108,0,0,8,13,0,1,0,restaurant,DE,desktop,0
80.43,71.43,1.126,199,0,1,6,12,0,1,0,grocery,IN,desktop,0
51.08,69.75,0.7324,792,1,4,5,7,0,1,0,casino,IN,desktop,0
80.39,49.42,1.6266,34,0,1,7,6,0,1,0,food_delivery,UK,mobile,0
26.41,81.96,0.3222,1752,0,1,6,23,1,0,0,restaurant,US,mobile,0
106.59,20.12,5.2983,168,1,2,7,7,0,0,0,restaurant,US,desktop,0
57.34,56.32,1.0181,342,0,4,3,1,1,1,0,fashion,IN,desktop,0
177.13,48.35,3.6638,479,0,0,2,5,1,1,0,casino,IN,desktop,0
46.88,58.81,0.7972,141,0,0,5,22,1,1,0,restaurant,BR,desktop,0
63.79,57.35,1.1124,402,0,1,4,8,0,1,0,financial,FR,desktop,0
172.41,127.0,1.3576,113,1,2,10,18,0,1,0,restaurant,UK,desktop,0
32.13,40.79,0.7878,437,0,1,7,2,1,1,1,travel,UK,mobile,0
65.48,180.05,0.3637,158,1,0,8,21,0,1,0,restaurant,AU,mobile,0
88.26,131.35,0.6719,139,1,2,9,17,0,0,0,grocery,US,mobile,0
52.86,64.54,0.8191,409,1,1,5,9,0,1,0,financial,IN,desktop,0
186.03,86.22,2.1576,305,2,1,9,15,0,0,1,grocery,US,mobile,0
27.95,33.42,0.8364,600,0,1,3,21,0,0,0,financial,US,tablet,0
